MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo
368000000,20,33.65294333333333,120.23520666666667,0,0,0,,,,,,,,,
368000000,40,33.652991666666665,120.23474666666667,0,0,0,,,,,,,,,
368000000,60,33.65304166666667,120.23428666666666,0,0,0,,,,,,,,,
368000000,16,33.65309166666667,120.23382666666667,0,0,0,,,,,,,,,
368000000,36,33.65314,120.23336666666667,0,0,0,,,,,,,,,
368000000,0,33.65319,120.23290666666666,0,0,0,,,,,,,,,
368000000,20,33.65324,120.23244666666666,0,0,0,,,,,,,,,
368000000,40,33.653288333333336,120.23198666666667,0,0,0,,,,,,,,,
368000000,60,33.65333833333333,120.23152666666667,0,0,0,,,,,,,,,
368000000,16,33.65338833333333,120.23106666666666,0,0,0,,,,,,,,,
368000000,36,33.653436666666664,120.23060666666667,0,0,0,,,,,,,,,
368000000,0,33.653486666666666,120.23014666666667,0,0,0,,,,,,,,,
368000000,20,33.65353666666667,120.22968666666667,0,0,0,,,,,,,,,
368000000,40,33.653585,120.22922666666666,0,0,0,,,,,,,,,
368000000,60,33.653635,120.22876666666667,0,0,0,,,,,,,,,
368000000,16,33.653685,120.22830666666667,0,0,0,,,,,,,,,
368000000,36,33.653733333333335,120.22784666666666,0,0,0,,,,,,,,,
368000000,0,33.65378333333334,120.22738666666666,0,0,0,,,,,,,,,
368000000,20,33.65383333333333,120.22692666666667,0,0,0,,,,,,,,,
368000000,40,33.65388166666666,120.22646666666667,0,0,0,,,,,,,,,
368000000,60,33.653931666666665,120.22600666666666,0,0,0,,,,,,,,,
368000000,16,33.65398,120.22554666666667,0,0,0,,,,,,,,,
368000000,36,33.65403,120.22508666666667,0,0,0,,,,,,,,,
368000000,0,33.65408,120.22462666666667,0,0,0,,,,,,,,,
368000000,20,33.65412833333333,120.22416666666666,0,0,0,,,,,,,,,
368000000,40,33.654178333333334,120.22370666666667,0,0,0,,,,,,,,,
368000000,60,33.654228333333336,120.22324666666667,0,0,0,,,,,,,,,
368000000,16,33.65427666666667,120.22278666666666,0,0,0,,,,,,,,,
368000000,36,33.65432666666667,120.22232666666666,0,0,0,,,,,,,,,
368000000,0,33.654376666666664,120.22186666666667,0,0,0,,,,,,,,,
368000000,20,33.654425,120.22140666666667,0,0,0,,,,,,,,,
368000000,40,33.654475,120.22094666666666,0,0,0,,,,,,,,,
368000000,60,33.654525,120.22048666666667,0,0,0,,,,,,,,,
368000000,16,33.65457333333333,120.22002666666667,0,0,0,,,,,,,,,
368000000,36,33.65462333333333,120.21956666666667,0,0,0,,,,,,,,,
368000000,0,33.654673333333335,120.21910666666666,0,0,0,,,,,,,,,
368000000,20,33.65472166666667,120.21864666666667,0,0,0,,,,,,,,,
368000000,40,33.65477166666667,120.21818666666667,0,0,0,,,,,,,,,
368000000,60,33.65482166666666,120.21772666666666,0,0,0,,,,,,,,,
368000000,16,33.65487,120.21726666666666,0,0,0,,,,,,,,,
368000000,36,33.65492,120.21680666666667,0,0,0,,,,,,,,,
368000000,0,33.65497,120.21634666666667,0,0,0,,,,,,,,,
368000000,20,33.65501833333333,120.21588666666666,0,0,0,,,,,,,,,
368000000,40,33.65506833333333,120.21542666666667,0,0,0,,,,,,,,,
368000000,60,33.655118333333334,120.21496666666667,0,0,0,,,,,,,,,
368000000,16,33.655166666666666,120.21450666666667,0,0,0,,,,,,,,,
368000000,36,33.65521666666667,120.21404666666666,0,0,0,,,,,,,,,
368000000,0,33.65526666666667,120.21358666666667,0,0,0,,,,,,,,,
368000000,20,33.655315,120.21312666666667,0,0,0,,,,,,,,,
368000000,40,33.655365,120.21266666666666,0,0,0,,,,,,,,,
368000000,60,33.655413333333335,120.21220666666666,0,0,0,,,,,,,,,
368000000,16,33.65546333333333,120.21174666666667,0,0,0,,,,,,,,,
368000000,36,33.65551333333333,120.21128666666667,0,0,0,,,,,,,,,
368000000,0,33.655561666666664,120.21082666666666,0,0,0,,,,,,,,,
368000000,20,33.655611666666665,120.21036666666667,0,0,0,,,,,,,,,
368000000,40,33.65566166666667,120.20990666666667,0,0,0,,,,,,,,,
368000000,60,33.65571,120.20944666666666,0,0,0,,,,,,,,,
368000000,16,33.65576,120.20898666666666,0,0,0,,,,,,,,,
368000000,36,33.65581,120.20852666666667,0,0,0,,,,,,,,,
368000000,0,33.655858333333335,120.20806666666667,0,0,0,,,,,,,,,
368000000,20,33.655908333333336,120.20760666666666,0,0,0,,,,,,,,,
368000000,40,33.65595833333333,120.20714666666667,0,0,0,,,,,,,,,
368000000,60,33.65600666666667,120.20668666666667,0,0,0,,,,,,,,,
368000000,16,33.656056666666665,120.20622666666667,0,0,0,,,,,,,,,
368000000,36,33.656106666666666,120.20576666666666,0,0,0,,,,,,,,,
368000000,0,33.656155,120.20530666666667,0,0,0,,,,,,,,,
368000000,20,33.656205,120.20484666666667,0,0,0,,,,,,,,,
368000000,40,33.656255,120.20438666666666,0,0,0,,,,,,,,,
368000000,60,33.656303333333334,120.20392666666666,0,0,0,,,,,,,,,
368000000,16,33.656353333333335,120.20346666666667,0,0,0,,,,,,,,,
368000000,36,33.65640333333333,120.20300666666667,0,0,0,,,,,,,,,
368000000,0,33.65645166666667,120.20254666666666,0,0,0,,,,,,,,,
368000000,20,33.656501666666664,120.20208666666667,0,0,0,,,,,,,,,
368000000,40,33.656551666666665,120.20162666666667,0,0,0,,,,,,,,,
368000000,60,33.6566,120.20116666666667,0,0,0,,,,,,,,,
368000000,16,33.65665,120.20070666666666,0,0,0,,,,,,,,,
368000000,36,33.6567,120.20024666666667,0,0,0,,,,,,,,,
368000000,0,33.65674833333333,120.19978666666667,0,0,0,,,,,,,,,
368000000,20,33.656798333333334,120.19932666666666,0,0,0,,,,,,,,,
368000000,40,33.65684666666667,120.19886666666666,0,0,0,,,,,,,,,
368000000,60,33.65689666666667,120.19840666666667,0,0,0,,,,,,,,,
368000000,16,33.65694666666667,120.19794666666667,0,0,0,,,,,,,,,
368000000,36,33.656995,120.19748666666666,0,0,0,,,,,,,,,
368000000,0,33.657045,120.19702666666667,0,0,0,,,,,,,,,
368000000,20,33.657095,120.19656666666667,0,0,0,,,,,,,,,
368000000,40,33.65714333333333,120.19610666666667,0,0,0,,,,,,,,,
368000000,60,33.65719333333333,120.19564666666666,0,0,0,,,,,,,,,
368000000,16,33.657243333333334,120.19518666666667,0,0,0,,,,,,,,,
368000000,36,33.657291666666666,120.19472666666667,0,0,0,,,,,,,,,
368000000,0,33.65734166666667,120.19426666666666,0,0,0,,,,,,,,,
368000000,20,33.65739166666667,120.19380666666666,0,0,0,,,,,,,,,
368000000,40,33.65744,120.19334666666667,0,0,0,,,,,,,,,
368000000,60,33.65749,120.19288666666667,0,0,0,,,,,,,,,
368000000,16,33.65754,120.19242666666666,0,0,0,,,,,,,,,
368000000,36,33.65758833333334,120.19196666666667,0,0,0,,,,,,,,,
368000000,0,33.65763833333333,120.19150666666667,0,0,0,,,,,,,,,
368000000,20,33.65768833333333,120.19104666666667,0,0,0,,,,,,,,,
368000000,40,33.657736666666665,120.19058666666666,0,0,0,,,,,,,,,
368000000,60,33.65778666666667,120.19012666666667,0,0,0,,,,,,,,,
368000000,16,33.65783666666667,120.18966666666667,0,0,0,,,,,,,,,
368000000,36,33.657885,120.18920666666666,0,0,0,,,,,,,,,
368000000,0,33.657935,120.18874666666666,0,0,0,,,,,,,,,
368000000,20,33.657985,120.18828666666667,0,0,0,,,,,,,,,
368000000,40,33.658033333333336,120.18782666666667,0,0,0,,,,,,,,,
368000000,60,33.65808333333333,120.18736666666666,0,0,0,,,,,,,,,
368000000,16,33.65813333333333,120.18690666666667,0,0,0,,,,,,,,,
368000000,36,33.658181666666664,120.18644666666667,0,0,0,,,,,,,,,
368000000,0,33.658231666666666,120.18598666666666,0,0,0,,,,,,,,,
368000000,20,33.65828,120.18552666666666,0,0,0,,,,,,,,,
368000000,40,33.65833,120.18506666666667,0,0,0,,,,,,,,,
368000000,60,33.65838,120.18460666666667,0,0,0,,,,,,,,,
368000000,16,33.65842833333333,120.18414666666666,0,0,0,,,,,,,,,
368000000,36,33.658478333333335,120.18368666666667,0,0,0,,,,,,,,,
368000000,0,33.65852833333334,120.18322666666667,0,0,0,,,,,,,,,
368000000,20,33.65857666666667,120.18276666666667,0,0,0,,,,,,,,,
368000000,40,33.65862666666666,120.18230666666666,0,0,0,,,,,,,,,
368000000,60,33.658676666666665,120.18184666666667,0,0,0,,,,,,,,,
368000000,16,33.658725,120.18138666666667,0,0,0,,,,,,,,,
368000000,36,33.658775,120.18092666666666,0,0,0,,,,,,,,,
368000000,0,33.658825,120.18046666666666,0,0,0,,,,,,,,,
368000000,20,33.65887333333333,120.18000666666667,0,0,0,,,,,,,,,
368000000,40,33.658923333333334,120.17954666666667,0,0,0,,,,,,,,,
368000000,60,33.658973333333336,120.17908666666666,0,0,0,,,,,,,,,
368000000,16,33.65902166666667,120.17862666666667,0,0,0,,,,,,,,,
368000000,36,33.65907166666667,120.17816666666667,0,0,0,,,,,,,,,
368000000,0,33.659121666666664,120.17770666666667,0,0,0,,,,,,,,,
368000000,20,33.65917,120.17724666666666,0,0,0,,,,,,,,,
368000000,40,33.65922,120.17678666666667,0,0,0,,,,,,,,,
368000000,60,33.65927,120.17632666666667,0,0,0,,,,,,,,,
368000000,16,33.65931833333333,120.17586666666666,0,0,0,,,,,,,,,
368000000,36,33.65936833333333,120.17540666666666,0,0,0,,,,,,,,,
368000000,0,33.659418333333335,120.17494666666667,0,0,0,,,,,,,,,
368000000,20,33.65946666666667,120.17448666666667,0,0,0,,,,,,,,,
368000000,40,33.65951666666667,120.17402666666666,0,0,0,,,,,,,,,
368000000,60,33.65956666666667,120.17356666666667,0,0,0,,,,,,,,,
368000000,16,33.659615,120.17310666666667,0,0,0,,,,,,,,,
368000000,36,33.659665,120.17264666666667,0,0,0,,,,,,,,,
368000000,0,33.659713333333336,120.17218666666666,0,0,0,,,,,,,,,
368000000,20,33.65976333333333,120.17172666666667,0,0,0,,,,,,,,,
368000000,40,33.65981333333333,120.17126666666667,0,0,0,,,,,,,,,
368000000,60,33.659861666666664,120.17080666666666,0,0,0,,,,,,,,,
368000000,16,33.659911666666666,120.17034666666666,0,0,0,,,,,,,,,
368000000,36,33.65996166666667,120.16988666666667,0,0,0,,,,,,,,,
368000000,0,33.66001,120.16942666666667,0,0,0,,,,,,,,,
368000000,20,33.66006,120.16896666666666,0,0,0,,,,,,,,,
368000000,40,33.66011,120.16850666666667,0,0,0,,,,,,,,,
368000000,60,33.660158333333335,120.16804666666667,0,0,0,,,,,,,,,
368000000,16,33.66020833333334,120.16758666666666,0,0,0,,,,,,,,,
368000000,36,33.66025833333333,120.16712666666666,0,0,0,,,,,,,,,
368000000,0,33.66030666666666,120.16666666666667,0,0,0,,,,,,,,,
368000000,20,33.660356666666665,120.16620666666667,0,0,0,,,,,,,,,
368000000,40,33.66040666666667,120.16574666666666,0,0,0,,,,,,,,,
368000000,60,33.660455,120.16528666666666,0,0,0,,,,,,,,,
368000000,16,33.660505,120.16482666666667,0,0,0,,,,,,,,,
368000000,36,33.660555,120.16436666666667,0,0,0,,,,,,,,,
368000000,0,33.660603333333334,120.16390666666666,0,0,0,,,,,,,,,
368000000,20,33.660653333333336,120.16344666666667,0,0,0,,,,,,,,,
368000000,40,33.66070333333333,120.16298666666667,0,0,0,,,,,,,,,
368000000,60,33.66075166666667,120.16252666666666,0,0,0,,,,,,,,,
368000000,16,33.660801666666664,120.16206666666666,0,0,0,,,,,,,,,
368000000,36,33.660851666666666,120.16160666666667,0,0,0,,,,,,,,,
368000000,0,33.6609,120.16114666666667,0,0,0,,,,,,,,,
368000000,20,33.66095,120.16068666666666,0,0,0,,,,,,,,,
368000000,40,33.661,120.16022666666667,0,0,0,,,,,,,,,
368000000,60,33.66104833333333,120.15976666666667,0,0,0,,,,,,,,,
368000000,16,33.661098333333335,120.15930666666667,0,0,0,,,,,,,,,
368000000,36,33.66114666666667,120.15884666666666,0,0,0,,,,,,,,,
368000000,0,33.66119666666667,120.15838666666667,0,0,0,,,,,,,,,
368000000,20,33.66124666666666,120.15792666666667,0,0,0,,,,,,,,,
368000000,40,33.661295,120.15746666666666,0,0,0,,,,,,,,,
368000000,60,33.661345,120.15700666666666,0,0,0,,,,,,,,,
368000000,16,33.661395,120.15654666666667,0,0,0,,,,,,,,,
368000000,36,33.66144333333333,120.15608666666667,0,0,0,,,,,,,,,
368000000,0,33.66149333333333,120.15562666666666,0,0,0,,,,,,,,,
368000000,20,33.661543333333334,120.15516666666667,0,0,0,,,,,,,,,
368000000,40,33.661591666666666,120.15470666666667,0,0,0,,,,,,,,,
368000000,60,33.66164166666667,120.15424666666667,0,0,0,,,,,,,,,
368000000,16,33.66169166666667,120.15378666666666,0,0,0,,,,,,,,,
368000000,36,33.66174,120.15332666666667,0,0,0,,,,,,,,,
368000000,0,33.66179,120.15286666666667,0,0,0,,,,,,,,,
368000000,20,33.66184,120.15240666666666,0,0,0,,,,,,,,,
368000000,40,33.66188833333333,120.15194666666666,0,0,0,,,,,,,,,
368000000,60,33.66193833333333,120.15148666666667,0,0,0,,,,,,,,,
368000000,16,33.66198833333333,120.15102666666667,0,0,0,,,,,,,,,
368000000,36,33.662036666666665,120.15056666666666,0,0,0,,,,,,,,,
368000000,0,33.66208666666667,120.15010666666667,0,0,0,,,,,,,,,
368000000,20,33.66213666666667,120.14964666666667,0,0,0,,,,,,,,,
368000000,40,33.662185,120.14918666666667,0,0,0,,,,,,,,,
368000000,60,33.662235,120.14872666666666,0,0,0,,,,,,,,,
368000000,16,33.662285,120.14826666666667,0,0,0,,,,,,,,,
368000000,36,33.662333333333336,120.14780666666667,0,0,0,,,,,,,,,
368000000,0,33.66238333333333,120.14734666666666,0,0,0,,,,,,,,,
368000000,20,33.66243166666667,120.14688666666666,0,0,0,,,,,,,,,
368000000,40,33.662481666666665,120.14642666666667,0,0,0,,,,,,,,,
368000000,60,33.662531666666666,120.14596666666667,0,0,0,,,,,,,,,
368000000,16,33.66258,120.14550666666666,0,0,0,,,,,,,,,
368000000,36,33.66263,120.14504666666667,0,0,0,,,,,,,,,
368000000,0,33.66268,120.14458666666667,0,0,0,,,,,,,,,
368000000,20,33.662728333333334,120.14412666666666,0,0,0,,,,,,,,,
368000000,40,33.662778333333335,120.14366666666666,0,0,0,,,,,,,,,
368000000,60,33.66282833333333,120.14320666666667,0,0,0,,,,,,,,,
368000000,16,33.66287666666667,120.14274666666667,0,0,0,,,,,,,,,
368000000,36,33.662926666666664,120.14228666666666,0,0,0,,,,,,,,,
368000000,0,33.662976666666665,120.14182666666666,0,0,0,,,,,,,,,
368000000,20,33.663025,120.14136666666667,0,0,0,,,,,,,,,
368000000,40,33.663075,120.14090666666667,0,0,0,,,,,,,,,
368000000,60,33.663125,120.14044666666666,0,0,0,,,,,,,,,
368000000,16,33.66317333333333,120.13998666666667,0,0,0,,,,,,,,,
368000000,36,33.663223333333335,120.13952666666667,0,0,0,,,,,,,,,
368000000,0,33.663273333333336,120.13906666666666,0,0,0,,,,,,,,,
368000000,20,33.66332166666667,120.13860666666666,0,0,0,,,,,,,,,
368000000,40,33.66337166666667,120.13814666666667,0,0,0,,,,,,,,,
368000000,60,33.663421666666665,120.13768666666667,0,0,0,,,,,,,,,
368000000,16,33.66347,120.13722666666666,0,0,0,,,,,,,,,
368000000,36,33.66352,120.13676666666667,0,0,0,,,,,,,,,
368000000,0,33.66357,120.13630666666667,0,0,0,,,,,,,,,
368000000,20,33.66361833333333,120.13584666666667,0,0,0,,,,,,,,,
368000000,40,33.663668333333334,120.13538666666666,0,0,0,,,,,,,,,
368000000,60,33.663718333333335,120.13492666666667,0,0,0,,,,,,,,,
368000000,16,33.66376666666667,120.13446666666667,0,0,0,,,,,,,,,
368000000,36,33.66381666666667,120.13400666666666,0,0,0,,,,,,,,,
368000000,0,33.663865,120.13354666666666,0,0,0,,,,,,,,,
368000000,20,33.663915,120.13308666666667,0,0,0,,,,,,,,,
368000000,40,33.663965,120.13262666666667,0,0,0,,,,,,,,,
368000000,60,33.66401333333334,120.13216666666666,0,0,0,,,,,,,,,
368000000,16,33.66406333333333,120.13170666666667,0,0,0,,,,,,,,,
368000000,36,33.66411333333333,120.13124666666667,0,0,0,,,,,,,,,
368000000,0,33.664161666666665,120.13078666666667,0,0,0,,,,,,,,,
368000000,20,33.66421166666667,120.13032666666666,0,0,0,,,,,,,,,
368000000,40,33.66426166666667,120.12986666666667,0,0,0,,,,,,,,,
368000000,60,33.66431,120.12940666666667,0,0,0,,,,,,,,,
368000000,16,33.66436,120.12894666666666,0,0,0,,,,,,,,,
368000000,36,33.66441,120.12848666666666,0,0,0,,,,,,,,,
368000000,0,33.664458333333336,120.12802666666667,0,0,0,,,,,,,,,
368000000,20,33.66450833333333,120.12756666666667,0,0,0,,,,,,,,,
368000000,40,33.66455833333333,120.12710666666666,0,0,0,,,,,,,,,
368000000,60,33.664606666666664,120.12664666666667,0,0,0,,,,,,,,,
368000000,16,33.664656666666666,120.12618666666667,0,0,0,,,,,,,,,
368000000,36,33.66470666666667,120.12572666666667,0,0,0,,,,,,,,,
368000000,0,33.664755,120.12526666666666,0,0,0,,,,,,,,,
368000000,20,33.664805,120.12480666666667,0,0,0,,,,,,,,,
368000000,40,33.664855,120.12434666666667,0,0,0,,,,,,,,,
368000000,60,33.664903333333335,120.12388666666666,0,0,0,,,,,,,,,
368000000,16,33.66495333333334,120.12342666666666,0,0,0,,,,,,,,,
368000000,36,33.66500333333333,120.12296666666667,0,0,0,,,,,,,,,
368000000,0,33.66505166666666,120.12250666666667,0,0,0,,,,,,,,,
368000000,20,33.665101666666665,120.12204666666666,0,0,0,,,,,,,,,
368000000,40,33.66515166666667,120.12158666666667,0,0,0,,,,,,,,,
368000000,60,33.6652,120.12112666666667,0,0,0,,,,,,,,,
368000000,16,33.66525,120.12066666666666,0,0,0,,,,,,,,,
368000000,36,33.66529833333333,120.12020666666666,0,0,0,,,,,,,,,
368000000,0,33.665348333333334,120.11974666666667,0,0,0,,,,,,,,,
368000000,20,33.665398333333336,120.11928666666667,0,0,0,,,,,,,,,
368000000,40,33.66544666666667,120.11882666666666,0,0,0,,,,,,,,,
368000000,60,33.66549666666667,120.11836666666666,0,0,0,,,,,,,,,
368000000,16,33.665546666666664,120.11790666666667,0,0,0,,,,,,,,,
368000000,36,33.665595,120.11744666666667,0,0,0,,,,,,,,,
368000000,0,33.665645,120.11698666666666,0,0,0,,,,,,,,,
368000000,20,33.665695,120.11652666666667,0,0,0,,,,,,,,,
368000000,40,33.66574333333333,120.11606666666667,0,0,0,,,,,,,,,
368000000,60,33.66579333333333,120.11560666666666,0,0,0,,,,,,,,,
368000000,16,33.665843333333335,120.11514666666666,0,0,0,,,,,,,,,
368000000,36,33.66589166666667,120.11468666666667,0,0,0,,,,,,,,,
368000000,0,33.66594166666667,120.11422666666667,0,0,0,,,,,,,,,
368000000,20,33.66599166666666,120.11376666666666,0,0,0,,,,,,,,,
368000000,40,33.66604,120.11330666666667,0,0,0,,,,,,,,,
368000000,60,33.66609,120.11284666666667,0,0,0,,,,,,,,,
368000000,16,33.66614,120.11238666666667,0,0,0,,,,,,,,,
368000000,36,33.66618833333333,120.11192666666666,0,0,0,,,,,,,,,
368000000,0,33.66623833333333,120.11146666666667,0,0,0,,,,,,,,,
368000000,20,33.666288333333334,120.11100666666667,0,0,0,,,,,,,,,
368000000,40,33.666336666666666,120.11054666666666,0,0,0,,,,,,,,,
368000000,60,33.66638666666667,120.11008666666666,0,0,0,,,,,,,,,
368000000,16,33.66643666666667,120.10962666666667,0,0,0,,,,,,,,,
368000000,36,33.666485,120.10916666666667,0,0,0,,,,,,,,,
368000000,0,33.666535,120.10870666666666,0,0,0,,,,,,,,,
368000000,20,33.666585,120.10824666666667,0,0,0,,,,,,,,,
368000000,40,33.66663333333333,120.10778666666667,0,0,0,,,,,,,,,
368000000,60,33.66668333333333,120.10732666666667,0,0,0,,,,,,,,,
368000000,16,33.666731666666664,120.10686666666666,0,0,0,,,,,,,,,
368000000,36,33.666781666666665,120.10640666666667,0,0,0,,,,,,,,,
368000000,0,33.66683166666667,120.10594666666667,0,0,0,,,,,,,,,
368000000,20,33.66688,120.10548666666666,0,0,0,,,,,,,,,
368000000,40,33.66693,120.10502666666666,0,0,0,,,,,,,,,
368000000,60,33.66698,120.10456666666667,0,0,0,,,,,,,,,
368000000,16,33.667028333333334,120.10410666666667,0,0,0,,,,,,,,,
368000000,36,33.667078333333336,120.10364666666666,0,0,0,,,,,,,,,
368000000,0,33.66712833333333,120.10318666666667,0,0,0,,,,,,,,,
368000000,20,33.66717666666667,120.10272666666667,0,0,0,,,,,,,,,
368000000,40,33.667226666666664,120.10226666666667,0,0,0,,,,,,,,,
368000000,60,33.667276666666666,120.10180666666666,0,0,0,,,,,,,,,
368000000,16,33.667325,120.10134666666667,0,0,0,,,,,,,,,
368000000,36,33.667375,120.10088666666667,0,0,0,,,,,,,,,
368000000,0,33.667425,120.10042666666666,0,0,0,,,,,,,,,
368000000,20,33.667473333333334,120.099965,0,0,0,,,,,,,,,
368000000,40,33.667523333333335,120.099505,0,0,0,,,,,,,,,
368000000,60,33.66757333333333,120.099045,0,0,0,,,,,,,,,
368000000,16,33.66762166666667,120.098585,0,0,0,,,,,,,,,
